"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
35,"blue-collar","married","secondary","no",1454,"yes","no","cellular",12,"aug",323,1,182,4,"success","yes"
39,"services","divorced","secondary","no",687,"yes","no","cellular",9,"jul",869,1,999,0,"unknown","yes"
23,"student","single","tertiary","no",0,"no","no","cellular",10,"aug",213,1,999,0,"unknown","yes"
49,"technician","single","secondary","no",-188,"yes","yes","cellular",17,"nov",454,1,999,0,"unknown","yes"
80,"retired","married","primary","no",997,"no","no","cellular",28,"jan",151,1,91,3,"success","yes"
45,"admin.","married","secondary","no",524,"yes","no","cellular",23,"jul",808,1,999,0,"unknown","yes"
47,"entrepreneur","married","tertiary","no",0,"no","no","cellular",16,"feb",261,2,999,0,"unknown","yes"
33,"technician","married","tertiary","no",1699,"no","no","cellular",28,"jan",202,1,83,3,"success","yes"
42,"technician","married","tertiary","no",921,"no","no","cellular",5,"aug",531,3,999,0,"unknown","yes"
24,"blue-collar","single","secondary","yes",-203,"yes","no","unknown",12,"jun",465,3,999,0,"unknown","yes"
46,"services","married","secondary","no",273,"no","no","cellular",22,"aug",565,2,999,0,"unknown","yes"
32,"management","single","tertiary","no",311,"no","no","unknown",12,"may",757,2,999,0,"unknown","yes"
32,"technician","married","secondary","no",348,"yes","no","cellular",17,"jul",926,1,999,0,"unknown","yes"
35,"management","single","tertiary","no",2646,"no","no","cellular",14,"apr",133,8,183,2,"success","yes"
32,"management","single","tertiary","no",522,"no","no","cellular",22,"aug",576,2,999,0,"unknown","yes"
58,"admin.","married","secondary","no",2160,"yes","yes","cellular",5,"may",1090,1,999,0,"unknown","yes"
37,"technician","single","secondary","no",1211,"yes","no","unknown",21,"may",795,1,999,0,"unknown","yes"
23,"student","single","secondary","no",431,"no","no","cellular",15,"feb",201,3,186,2,"success","yes"
37,"admin.","single","tertiary","no",1000,"yes","no","cellular",22,"sep",239,1,99,2,"success","yes"
31,"blue-collar","single","secondary","no",228,"no","no","cellular",6,"aug",744,1,88,4,"other","yes"
49,"services","divorced","secondary","no",947,"no","no","unknown",20,"jun",808,2,999,0,"unknown","yes"
42,"management","married","tertiary","no",2816,"no","no","cellular",10,"nov",193,2,999,0,"unknown","yes"
33,"admin.","married","secondary","no",0,"yes","no","telephone",17,"jul",1448,7,999,0,"unknown","yes"
56,"blue-collar","married","secondary","no",448,"yes","yes","cellular",17,"may",556,1,181,2,"other","yes"
34,"admin.","single","secondary","no",557,"no","no","cellular",17,"nov",224,1,999,0,"unknown","yes"
26,"management","single","tertiary","no",-3,"no","no","cellular",13,"apr",1022,2,999,0,"unknown","yes"
54,"services","divorced","secondary","no",0,"no","no","cellular",18,"mar",362,1,290,3,"success","yes"
30,"technician","single","secondary","no",1165,"no","no","cellular",4,"jun",204,2,183,3,"success","yes"
31,"management","married","tertiary","no",537,"yes","no","cellular",18,"aug",216,1,999,0,"unknown","yes"
45,"management","married","tertiary","no",1309,"no","no","cellular",2,"jul",367,1,999,0,"unknown","yes"
51,"self-employed","single","secondary","no",0,"no","no","cellular",29,"oct",1707,2,999,0,"unknown","yes"
35,"technician","married","secondary","no",4922,"yes","no","cellular",17,"nov",393,4,201,17,"other","yes"
24,"student","single","secondary","no",1234,"no","no","cellular",21,"jul",314,1,156,2,"success","yes"
73,"retired","divorced","tertiary","no",3203,"no","no","cellular",20,"apr",148,1,999,0,"unknown","yes"
29,"blue-collar","single","secondary","no",908,"yes","no","unknown",20,"jun",1663,1,999,0,"unknown","yes"
42,"management","married","tertiary","no",3713,"no","no","cellular",19,"nov",709,2,999,0,"unknown","yes"
30,"services","single","tertiary","no",-477,"no","yes","cellular",21,"aug",1532,2,999,0,"unknown","yes"
28,"blue-collar","married","secondary","no",61,"yes","no","cellular",11,"feb",253,1,174,4,"success","yes"
57,"retired","married","secondary","no",3738,"yes","no","cellular",20,"jul",178,2,92,8,"failure","yes"
37,"student","single","unknown","no",444,"no","no","cellular",14,"aug",137,1,102,5,"success","yes"
43,"technician","married","secondary","no",-754,"yes","yes","cellular",9,"jul",727,3,999,0,"unknown","yes"
32,"entrepreneur","single","tertiary","no",-34,"yes","no","cellular",11,"mar",101,1,999,0,"unknown","yes"
38,"management","married","tertiary","no",385,"yes","no","telephone",28,"oct",154,1,999,0,"unknown","yes"
42,"management","divorced","secondary","no",283,"yes","no","cellular",23,"jul",761,1,999,0,"unknown","yes"
54,"technician","married","secondary","no",0,"no","no","cellular",6,"nov",464,5,192,8,"other","yes"
30,"blue-collar","single","primary","no",253,"yes","no","cellular",5,"may",259,1,999,0,"unknown","yes"
32,"services","single","secondary","no",5806,"yes","no","cellular",20,"nov",1503,2,999,0,"unknown","yes"
45,"technician","married","tertiary","no",377,"yes","no","unknown",19,"jun",835,3,999,0,"unknown","yes"
35,"admin.","single","secondary","no",-32,"no","yes","cellular",6,"aug",366,2,178,9,"success","yes"
33,"blue-collar","single","secondary","no",76,"yes","no","unknown",4,"jun",1141,4,999,0,"unknown","yes"
25,"student","single","secondary","no",1608,"no","no","cellular",30,"apr",664,2,999,0,"unknown","yes"
34,"technician","married","tertiary","no",1539,"yes","no","cellular",15,"jun",441,1,56,1,"other","yes"
59,"services","married","secondary","no",-22,"yes","no","unknown",26,"may",748,3,999,0,"unknown","yes"
29,"student","single","secondary","no",1779,"no","no","cellular",4,"jun",400,1,999,0,"unknown","yes"
25,"admin.","single","secondary","no",82,"no","yes","cellular",7,"apr",104,2,999,0,"unknown","yes"
19,"student","single","unknown","no",108,"no","no","cellular",9,"mar",273,2,182,1,"success","yes"
32,"services","single","secondary","no",152,"yes","no","cellular",25,"may",158,2,999,0,"unknown","yes"
37,"admin.","married","secondary","no",2061,"yes","yes","cellular",22,"jun",459,1,109,3,"failure","yes"
43,"management","married","tertiary","no",1258,"no","no","unknown",20,"oct",312,1,999,0,"unknown","yes"
38,"management","married","tertiary","no",165,"yes","no","cellular",17,"apr",526,1,260,2,"other","yes"
49,"management","married","tertiary","no",4751,"no","no","cellular",12,"aug",884,4,999,0,"unknown","yes"
33,"admin.","married","secondary","no",920,"no","no","cellular",16,"nov",130,1,95,2,"failure","yes"
37,"blue-collar","married","secondary","no",1330,"no","no","cellular",30,"apr",390,1,999,0,"unknown","yes"
24,"blue-collar","single","secondary","no",9883,"no","no","cellular",8,"jul",210,5,999,0,"unknown","yes"
31,"management","single","tertiary","no",1619,"no","no","cellular",30,"apr",327,2,999,0,"unknown","yes"
44,"management","married","primary","no",4758,"yes","no","cellular",22,"jul",712,6,999,0,"unknown","yes"
33,"services","married","secondary","no",207,"yes","no","cellular",14,"may",629,4,999,0,"unknown","yes"
41,"blue-collar","single","primary","no",1618,"yes","no","unknown",14,"may",1553,1,999,0,"unknown","yes"
41,"management","married","tertiary","no",0,"no","no","cellular",11,"aug",1242,5,999,0,"unknown","yes"
48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"feb",127,2,184,2,"success","yes"
33,"technician","single","tertiary","no",3689,"no","no","cellular",27,"aug",445,3,999,0,"unknown","yes"
68,"retired","divorced","primary","no",476,"no","no","telephone",28,"jun",363,1,999,0,"unknown","yes"
69,"retired","married","unknown","no",426,"no","no","telephone",10,"sep",211,2,185,2,"success","yes"
28,"management","divorced","tertiary","no",229,"yes","no","cellular",9,"apr",1042,2,315,2,"other","yes"
43,"management","divorced","tertiary","no",580,"yes","no","cellular",11,"may",1514,1,284,2,"failure","yes"
53,"management","married","tertiary","no",6571,"no","no","cellular",3,"feb",208,1,999,0,"unknown","yes"
26,"technician","single","tertiary","no",401,"no","no","cellular",5,"may",188,2,999,0,"unknown","yes"
52,"technician","married","secondary","no",137,"no","no","cellular",6,"jul",227,2,999,0,"unknown","yes"
59,"technician","married","secondary","no",116,"no","no","cellular",12,"aug",398,4,422,3,"failure","yes"
56,"management","married","tertiary","no",616,"no","no","cellular",30,"apr",225,1,83,1,"success","yes"
42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"feb",456,2,184,2,"success","yes"
35,"blue-collar","married","secondary","no",0,"yes","yes","unknown",29,"may",543,1,999,0,"unknown","yes"
46,"admin.","married","secondary","no",556,"yes","yes","unknown",15,"may",646,3,999,0,"unknown","yes"
46,"blue-collar","married","unknown","no",842,"yes","no","telephone",8,"may",833,1,999,0,"unknown","yes"
31,"blue-collar","married","secondary","no",1766,"no","yes","cellular",5,"jun",166,2,999,0,"unknown","yes"
35,"management","married","tertiary","no",43,"no","no","cellular",11,"aug",917,4,999,0,"unknown","yes"
45,"blue-collar","married","primary","no",804,"yes","no","unknown",16,"may",528,1,999,0,"unknown","yes"
22,"student","single","secondary","no",0,"no","no","cellular",6,"feb",229,6,999,0,"unknown","yes"
64,"management","married","tertiary","no",5112,"no","no","telephone",19,"oct",898,7,137,11,"other","yes"
37,"management","married","tertiary","no",2283,"no","no","cellular",6,"aug",303,2,92,4,"success","yes"
39,"technician","married","tertiary","no",0,"yes","no","cellular",14,"jul",894,7,999,0,"unknown","yes"
29,"technician","married","secondary","no",273,"no","no","cellular",4,"feb",2775,2,999,0,"unknown","yes"
44,"blue-collar","married","unknown","no",146,"yes","no","unknown",15,"may",483,1,999,0,"unknown","yes"
46,"housemaid","married","secondary","no",38,"no","no","cellular",25,"nov",541,1,999,0,"unknown","yes"
25,"student","single","secondary","no",1747,"yes","no","cellular",24,"jul",903,1,999,0,"unknown","yes"
26,"technician","single","secondary","no",1231,"yes","no","cellular",4,"sep",230,1,93,7,"success","yes"
82,"retired","married","primary","no",8603,"no","no","cellular",7,"jul",429,1,999,0,"unknown","yes"
66,"retired","divorced","unknown","no",53,"no","no","cellular",12,"jul",562,4,999,0,"unknown","yes"
27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"oct",504,1,183,2,"success","yes"
71,"retired","divorced","secondary","no",0,"no","no","cellular",26,"feb",771,1,171,1,"success","yes"
79,"retired","married","secondary","no",723,"no","no","telephone",9,"sep",276,1,79,3,"failure","yes"
29,"student","single","secondary","no",314,"no","no","cellular",30,"apr",465,1,999,0,"unknown","yes"
35,"blue-collar","divorced","secondary","no",336,"yes","no","cellular",14,"may",191,1,346,2,"failure","yes"
34,"management","single","tertiary","no",48,"yes","no","cellular",12,"aug",810,3,93,6,"failure","yes"
25,"technician","single","secondary","no",4718,"no","no","cellular",24,"jul",709,1,999,0,"unknown","yes"
54,"management","married","tertiary","no",1464,"no","no","cellular",2,"oct",194,2,94,1,"success","yes"
51,"admin.","married","tertiary","no",0,"yes","yes","cellular",8,"mar",124,2,999,0,"unknown","yes"
42,"management","married","tertiary","no",2187,"yes","no","cellular",17,"nov",525,3,999,0,"unknown","yes"
23,"student","single","secondary","no",480,"no","no","cellular",9,"feb",742,2,182,1,"failure","yes"
48,"management","married","secondary","no",4415,"yes","no","cellular",8,"apr",1032,3,141,7,"failure","yes"
31,"technician","single","tertiary","no",985,"yes","no","cellular",17,"apr",997,1,57,2,"failure","yes"
44,"blue-collar","single","secondary","no",0,"no","no","cellular",20,"apr",133,1,999,0,"unknown","yes"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"sep",183,1,184,11,"success","yes"
29,"blue-collar","single","unknown","no",694,"yes","yes","cellular",16,"jul",1806,4,999,0,"unknown","yes"
68,"retired","single","tertiary","no",2144,"no","no","cellular",22,"oct",277,1,184,2,"success","yes"
31,"management","married","tertiary","no",141,"yes","no","cellular",4,"feb",572,2,238,7,"other","yes"
41,"blue-collar","married","secondary","no",1236,"yes","no","cellular",11,"may",911,3,999,0,"unknown","yes"
36,"admin.","divorced","secondary","no",592,"no","no","cellular",13,"oct",204,2,99,5,"failure","yes"
54,"management","divorced","tertiary","no",5475,"no","no","cellular",21,"oct",1032,1,91,4,"success","yes"
24,"student","single","unknown","no",358,"no","no","cellular",14,"jun",245,1,384,1,"other","yes"
24,"blue-collar","married","primary","no",656,"yes","no","unknown",16,"may",894,1,999,0,"unknown","yes"
33,"technician","married","secondary","no",1968,"yes","no","cellular",20,"apr",1817,3,999,0,"unknown","yes"
29,"self-employed","single","tertiary","no",121,"yes","no","unknown",30,"may",1500,2,999,0,"unknown","yes"
25,"management","married","primary","no",168,"yes","no","unknown",3,"jun",801,1,999,0,"unknown","yes"
28,"management","single","tertiary","no",5474,"no","no","cellular",28,"jul",486,5,999,0,"unknown","yes"
41,"self-employed","single","tertiary","no",1081,"no","no","cellular",27,"may",229,3,999,0,"unknown","yes"
30,"management","single","tertiary","no",3384,"no","no","cellular",4,"jun",578,2,999,0,"unknown","yes"
24,"student","single","secondary","no",387,"no","no","telephone",4,"may",340,8,999,0,"unknown","yes"
72,"retired","married","unknown","no",1940,"no","no","telephone",4,"dec",705,2,999,0,"unknown","yes"
24,"student","single","tertiary","no",235,"no","no","cellular",9,"feb",98,1,92,1,"success","yes"
32,"blue-collar","married","secondary","no",889,"yes","no","cellular",10,"sep",185,1,99,5,"success","yes"
52,"technician","married","secondary","no",371,"yes","yes","cellular",21,"apr",224,2,182,1,"success","yes"
58,"retired","married","primary","no",2074,"no","no","cellular",18,"jun",259,2,999,0,"unknown","yes"
31,"management","single","tertiary","no",12569,"no","no","cellular",9,"sep",344,1,295,1,"failure","yes"
45,"self-employed","divorced","tertiary","no",963,"yes","no","cellular",12,"may",528,5,999,0,"unknown","yes"
55,"blue-collar","married","secondary","no",0,"no","no","unknown",12,"jun",614,2,999,0,"unknown","yes"
32,"management","single","tertiary","no",506,"no","no","cellular",5,"mar",63,2,999,0,"unknown","yes"
40,"technician","divorced","tertiary","no",568,"yes","no","unknown",24,"oct",112,1,999,0,"unknown","yes"
39,"management","married","tertiary","no",297,"yes","no","cellular",13,"may",734,2,999,0,"unknown","yes"
29,"technician","single","secondary","no",825,"no","no","cellular",25,"jun",472,2,999,0,"unknown","yes"
39,"technician","divorced","secondary","no",291,"yes","no","cellular",7,"may",882,2,999,0,"unknown","yes"
24,"technician","married","secondary","no",556,"yes","no","cellular",6,"nov",368,2,80,2,"success","yes"
53,"management","married","tertiary","no",1624,"no","no","cellular",5,"feb",158,3,999,0,"unknown","yes"
53,"technician","married","secondary","no",10185,"no","no","cellular",23,"mar",115,1,999,0,"unknown","yes"
30,"management","single","tertiary","no",697,"no","no","cellular",10,"aug",179,3,102,2,"success","yes"
25,"technician","married","tertiary","no",2551,"no","no","cellular",28,"dec",400,3,999,0,"unknown","yes"
74,"retired","married","secondary","no",921,"no","no","telephone",17,"apr",394,2,999,0,"unknown","yes"
63,"retired","married","secondary","no",1495,"no","no","cellular",25,"oct",389,1,195,4,"other","yes"
38,"blue-collar","single","tertiary","no",172,"yes","no","cellular",1,"apr",1176,1,999,0,"unknown","yes"
47,"management","married","tertiary","no",3663,"no","no","cellular",30,"mar",364,3,999,0,"unknown","yes"
38,"admin.","married","secondary","no",0,"yes","no","cellular",8,"sep",210,1,92,3,"success","yes"
54,"admin.","married","secondary","no",1633,"no","no","cellular",3,"jul",409,2,999,0,"unknown","yes"
67,"retired","married","secondary","no",1146,"no","no","cellular",13,"nov",259,1,92,2,"failure","yes"
